GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0021300474,469,2544,LeBron James,1610612748,Miami Heat,4,5,18,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,34,252,1,1,20140102,MIA,GSW
Shot Chart Detail,0021300474,473,2544,LeBron James,1610612748,Miami Heat,4,4,28,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,21,-179,116,1,1,20140102,MIA,GSW
Shot Chart Detail,0021300490,16,2544,LeBron James,1610612748,Miami Heat,1,9,46,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,64,31,1,0,20140104,ORL,MIA
Shot Chart Detail,0021300490,18,2544,LeBron James,1610612748,Miami Heat,1,9,43,Missed Shot,Jump Bank Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,61,31,1,0,20140104,ORL,MIA
Shot Chart Detail,0021300490,32,2544,LeBron James,1610612748,Miami Heat,1,8,26,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,61,184,1,0,20140104,ORL,MIA
Shot Chart Detail,0021300490,37,2544,LeBron James,1610612748,Miami Heat,1,7,19,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-7,19,1,0,20140104,ORL,MIA
Shot Chart Detail,0021300490,69,2544,LeBron James,1610612748,Miami Heat,1,2,52,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,18,15,1,0,20140104,ORL,MIA
Shot Chart Detail,0021300490,80,2544,LeBron James,1610612748,Miami Heat,1,2,5,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-7,23,1,1,20140104,ORL,MIA
Shot Chart Detail,0021300490,198,2544,LeBron James,1610612748,Miami Heat,2,3,58,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-15,11,1,0,20140104,ORL,MIA
Shot Chart Detail,0021300490,209,2544,LeBron James,1610612748,Miami Heat,2,3,6,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,12,1,1,20140104,ORL,MIA
Shot Chart Detail,0021300490,282,2544,LeBron James,1610612748,Miami Heat,3,8,24,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-48,255,1,0,20140104,ORL,MIA
Shot Chart Detail,0021300490,286,2544,LeBron James,1610612748,Miami Heat,3,8,0,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-11,17,1,1,20140104,ORL,MIA
Shot Chart Detail,0021300490,479,2544,LeBron James,1610612748,Miami Heat,4,4,6,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,73,194,1,1,20140104,ORL,MIA
Shot Chart Detail,0021300490,482,2544,LeBron James,1610612748,Miami Heat,4,3,36,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,16,159,36,1,0,20140104,ORL,MIA
Shot Chart Detail,0021300490,504,2544,LeBron James,1610612748,Miami Heat,4,2,5,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,11,1,1,20140104,ORL,MIA
Shot Chart Detail,0021300500,6,2544,LeBron James,1610612748,Miami Heat,1,11,19,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,7,1,1,20140105,MIA,TOR
Shot Chart Detail,0021300500,17,2544,LeBron James,1610612748,Miami Heat,1,9,50,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,-2,1,1,20140105,MIA,TOR
